rent_id,property_id,client_id,agent_id,owner_id,rent_amount,commission_rate,commission_amount,commission_payment_method,commission_payment_date,agreement_date,rent_start_date,rent_end_date,terms,rent_months
701,1560,89,3,723,10960.0,0.05,15344.0,Cash,2022-05-13,5/6/2022,2022-06-02,2024-09-19,Lease agreement for Villa in FL for 28 months. Condition: Good.,28
702,1472,1849,168,1633,3490.0,0.1,7329.0,Credit Card,2024-12-06,10/26/2024,2024-10-31,2026-07-23,Lease agreement for Apartment in TX for 21 months. Condition: Good.,21
703,2314,657,212,768,2020.0,0.1,1414.0,Cash,2023-11-30,4/19/2023,2023-05-09,2023-12-05,Lease agreement for Office in IL for 7 months. Condition: Poor.,7
704,806,656,157,1180,4460.0,0.05,1784.0,Credit Card,2024-07-29,7/26/2024,2024-08-03,2025-03-31,Lease agreement for Office in CA for 8 months. Condition: Fair.,8
705,732,1413,181,786,2790.0,0.05,5022.0,Cash,2024-06-09,4/12/2023,2023-04-21,2026-04-05,Lease agreement for Apartment in IL for 36 months. Condition: Good.,36
706,1945,442,4,1459,1630.0,0.05,2526.5,Credit Card,2024-09-24,8/27/2024,2024-09-05,2027-03-24,Lease agreement for Studio in CA for 31 months. Condition: Good.,31
707,2274,1516,2,1562,2470.0,0.1,6422.0,Bank Transfer,2023-10-17,5/16/2023,2023-06-12,2025-07-31,Lease agreement for Apartment in IL for 26 months. Condition: Good.,26
708,2119,698,179,1233,1810.0,0.1,3258.0,Bank Transfer,2024-11-11,11/11/2024,2024-12-08,2026-06-01,Lease agreement for Studio in CA for 18 months. Condition: Fair.,18
709,592,1669,180,380,3290.0,0.1,2632.0,Cash,2024-09-27,6/17/2022,2022-07-17,2023-03-14,Lease agreement for Apartment in TX for 8 months. Condition: Good.,8
710,2342,455,197,7,4430.0,0.05,3544.0,Bank Transfer,2024-10-30,10/30/2024,2024-11-22,2026-03-17,Lease agreement for House in FL for 16 months. Condition: Poor.,16
711,845,841,93,1736,3150.0,0.1,9450.0,Cash,2024-11-27,5/14/2024,2024-06-11,2026-11-28,Lease agreement for Apartment in FL for 30 months. Condition: Good.,30
712,2152,1106,149,402,940.0,0.1,2350.0,Bank Transfer,2024-07-24,8/2/2023,2023-08-21,2025-09-09,Lease agreement for Studio in IL for 25 months. Condition: Good.,25
713,2560,1984,53,1309,2360.0,0.05,1298.0,Credit Card,2023-02-20,2/7/2023,2023-02-26,2024-01-22,Lease agreement for Studio in NY for 11 months. Condition: Good.,11
714,300,354,36,611,2830.0,0.1,9905.0,Cash,2024-07-14,11/28/2022,2022-12-14,2025-10-29,Lease agreement for House in TX for 35 months. Condition: Good.,35
715,1177,31,155,667,3480.0,0.05,1044.0,Cash,2023-10-07,3/26/2022,2022-04-18,2022-10-15,Lease agreement for Apartment in FL for 6 months. Condition: Good.,6
716,2261,376,12,1150,2860.0,0.1,7150.0,Bank Transfer,2023-09-10,2/28/2021,2021-03-09,2023-03-29,Lease agreement for Office in CA for 25 months. Condition: Good.,25
717,1837,1259,19,1718,4450.0,0.05,3337.5,Bank Transfer,2024-12-02,10/27/2024,2024-11-24,2026-02-17,Lease agreement for Apartment in NY for 15 months. Condition: Good.,15
718,2885,1544,17,1644,1480.0,0.1,4440.0,Credit Card,2024-12-19,4/12/2024,2024-05-05,2026-10-22,Lease agreement for Apartment in FL for 30 months. Condition: Poor.,30
719,2858,886,92,1606,1790.0,0.05,984.5,Bank Transfer,2024-07-28,11/7/2023,2023-11-12,2024-10-07,Lease agreement for Studio in FL for 11 months. Condition: Good.,11
720,997,1140,189,1133,9720.0,0.05,15066.0,Credit Card,2023-10-05,5/30/2023,2023-06-01,2025-12-17,Lease agreement for Villa in NY for 31 months. Condition: Fair.,31
721,1186,1132,57,1408,5470.0,0.05,8752.0,Bank Transfer,2023-01-26,4/16/2022,2022-05-02,2024-12-17,Lease agreement for Villa in FL for 32 months. Condition: Good.,32
722,2923,735,4,1603,8240.0,0.05,7004.0,Bank Transfer,2023-07-07,3/15/2023,2023-04-12,2024-09-03,Lease agreement for Villa in IL for 17 months. Condition: Poor.,17
723,527,1146,36,351,8580.0,0.1,24882.0,Bank Transfer,2023-11-27,10/22/2023,2023-11-03,2026-03-22,Lease agreement for Villa in TX for 29 months. Condition: Good.,29
724,1894,977,120,39,4940.0,0.1,17290.0,Cash,2024-09-04,11/21/2023,2023-12-07,2026-10-22,Lease agreement for House in TX for 35 months. Condition: Fair.,35
725,529,387,240,802,6800.0,0.05,11900.0,Credit Card,2024-08-12,8/12/2024,2024-08-15,2027-07-01,Lease agreement for Villa in IL for 35 months. Condition: Good.,35
726,2584,1029,28,1705,3410.0,0.05,3580.5,Credit Card,2021-12-18,2/9/2021,2021-02-14,2022-11-06,Lease agreement for Apartment in CA for 21 months. Condition: Poor.,21
727,490,1023,39,687,1390.0,0.05,1042.5,Credit Card,2022-11-29,10/14/2022,2022-11-12,2024-02-05,Lease agreement for Studio in IL for 15 months. Condition: Good.,15
728,171,1192,30,1077,3820.0,0.05,2292.0,Bank Transfer,2024-09-01,8/2/2022,2022-08-25,2023-08-20,Lease agreement for Apartment in CA for 12 months. Condition: Good.,12
729,313,1402,147,45,5900.0,0.05,9440.0,Credit Card,2024-06-02,8/24/2023,2023-09-13,2026-04-30,Lease agreement for House in CA for 32 months. Condition: Good.,32
730,1933,135,124,982,7230.0,0.1,13737.0,Credit Card,2024-02-25,1/9/2024,2024-01-12,2025-08-04,Lease agreement for Villa in CA for 19 months. Condition: Poor.,19
731,1478,775,19,973,2480.0,0.05,1364.0,Credit Card,2024-07-13,1/13/2024,2024-01-18,2024-12-13,Lease agreement for Office in NY for 11 months. Condition: Fair.,11
732,2298,361,179,201,1790.0,0.1,6086.0,Cash,2024-08-16,6/26/2024,2024-07-04,2027-04-20,Lease agreement for Studio in NY for 34 months. Condition: Good.,34
733,2136,703,60,890,1800.0,0.05,630.0,Credit Card,2023-02-18,5/11/2022,2022-06-03,2022-12-30,Lease agreement for Apartment in IL for 7 months. Condition: Poor.,7
734,2104,966,92,1645,2450.0,0.1,7350.0,Bank Transfer,2024-12-29,12/27/2024,2025-01-04,2027-06-23,Lease agreement for Office in CA for 30 months. Condition: Fair.,30
735,280,689,128,412,13190.0,0.05,23082.5,Credit Card,2022-08-26,6/23/2022,2022-07-10,2025-05-25,Lease agreement for Villa in CA for 35 months. Condition: Good.,35
736,2170,1817,212,1415,1720.0,0.1,5676.0,Bank Transfer,2024-11-03,7/2/2024,2024-07-11,2027-03-28,Lease agreement for Studio in TX for 33 months. Condition: Good.,33
737,911,78,185,600,2560.0,0.1,7424.0,Bank Transfer,2021-08-01,4/26/2021,2021-05-20,2023-10-07,Lease agreement for Apartment in IL for 29 months. Condition: Good.,29
738,1865,101,30,582,6000.0,0.1,9000.0,Bank Transfer,2024-08-23,12/17/2023,2024-01-11,2025-04-05,Lease agreement for Villa in TX for 15 months. Condition: Good.,15
739,1134,1314,212,194,3150.0,0.1,5355.0,Bank Transfer,2023-04-05,4/29/2022,2022-05-02,2023-09-24,Lease agreement for Office in TX for 17 months. Condition: Good.,17
740,2353,1837,244,839,7490.0,0.1,20223.0,Credit Card,2024-10-18,5/22/2024,2024-06-05,2026-08-24,Lease agreement for Office in CA for 27 months. Condition: Fair.,27
741,1130,1907,19,1193,4590.0,0.05,1606.5,Cash,2023-09-12,7/25/2022,2022-08-05,2023-03-03,Lease agreement for House in NY for 7 months. Condition: Fair.,7
742,2666,7,89,385,5380.0,0.1,7532.0,Credit Card,2022-05-08,10/23/2021,2021-11-13,2023-01-07,Lease agreement for Apartment in CA for 14 months. Condition: Good.,14
743,784,116,194,466,5400.0,0.05,9180.0,Cash,2024-07-12,6/19/2024,2024-06-24,2027-04-10,Lease agreement for Villa in IL for 34 months. Condition: Fair.,34
744,874,585,82,1172,3250.0,0.05,4712.5,Credit Card,2023-06-07,9/30/2022,2022-10-23,2025-03-11,Lease agreement for House in IL for 29 months. Condition: Poor.,29
745,2,369,113,657,3230.0,0.1,10336.0,Cash,2024-12-30,12/20/2024,2024-12-24,2027-08-11,Lease agreement for Office in IL for 32 months. Condition: Fair.,32
746,815,1144,4,438,4980.0,0.1,12948.0,Credit Card,2024-12-17,12/16/2024,2024-12-22,2027-02-10,Lease agreement for Apartment in NY for 26 months. Condition: Good.,26
747,2842,241,179,661,13080.0,0.1,15696.0,Credit Card,2024-11-27,9/30/2024,2024-10-04,2025-09-29,Lease agreement for Villa in NY for 12 months. Condition: Good.,12
748,1078,372,72,1417,3780.0,0.05,5670.0,Bank Transfer,2024-12-11,11/10/2024,2024-11-15,2027-05-04,Lease agreement for House in FL for 30 months. Condition: Good.,30
749,2562,477,35,46,2360.0,0.1,8024.0,Credit Card,2024-11-15,10/12/2024,2024-11-05,2027-08-22,Lease agreement for Office in NY for 34 months. Condition: Fair.,34
750,2155,1910,90,700,3380.0,0.05,5239.0,Cash,2024-08-07,7/19/2024,2024-08-02,2027-02-18,Lease agreement for House in IL for 31 months. Condition: Fair.,31
751,2574,1727,155,382,3800.0,0.05,3040.0,Credit Card,2023-08-30,2/18/2022,2022-02-28,2023-06-23,Lease agreement for Office in CA for 16 months. Condition: Fair.,16
752,2930,1159,182,907,3450.0,0.1,6210.0,Cash,2022-06-22,5/12/2022,2022-06-06,2023-11-28,Lease agreement for Apartment in FL for 18 months. Condition: Fair.,18
753,1726,355,113,1690,4530.0,0.1,14496.0,Bank Transfer,2024-02-14,11/9/2023,2023-11-17,2026-07-04,Lease agreement for Office in FL for 32 months. Condition: Good.,32
754,390,1941,191,900,1210.0,0.1,4235.0,Credit Card,2024-09-29,2/18/2024,2024-02-24,2027-01-09,Lease agreement for Studio in IL for 35 months. Condition: Good.,35
755,1019,1549,35,780,1990.0,0.1,3980.0,Cash,2024-06-16,1/30/2024,2024-02-10,2025-10-02,Lease agreement for Apartment in IL for 20 months. Condition: Good.,20
756,260,1179,16,323,3670.0,0.05,1284.5,Cash,2024-12-25,7/22/2023,2023-07-24,2024-02-19,Lease agreement for Office in NY for 7 months. Condition: Good.,7
757,1775,1714,53,200,2770.0,0.1,4709.0,Cash,2023-07-13,1/31/2023,2023-02-14,2024-07-08,Lease agreement for Studio in NY for 17 months. Condition: Good.,17
758,1183,1061,215,519,2150.0,0.1,6880.0,Bank Transfer,2023-12-30,2/11/2023,2023-03-02,2025-10-17,Lease agreement for Studio in NY for 32 months. Condition: Good.,32
759,1563,1448,120,1435,4200.0,0.05,2100.0,Bank Transfer,2024-11-04,9/13/2024,2024-10-07,2025-08-03,Lease agreement for Apartment in NY for 10 months. Condition: Good.,10
760,190,1100,19,876,2390.0,0.1,7887.0,Credit Card,2023-08-29,4/8/2023,2023-04-27,2026-01-11,Lease agreement for Apartment in IL for 33 months. Condition: Good.,33
761,2916,389,206,76,4630.0,0.05,3472.5,Cash,2021-12-20,8/28/2021,2021-09-05,2022-11-29,Lease agreement for Apartment in NY for 15 months. Condition: Good.,15
762,405,1176,232,1010,6650.0,0.1,17290.0,Credit Card,2023-09-19,5/26/2023,2023-06-25,2025-08-13,Lease agreement for Office in CA for 26 months. Condition: Good.,26
763,2272,1349,35,445,8040.0,0.05,4422.0,Cash,2024-10-23,6/8/2024,2024-06-14,2025-05-10,Lease agreement for Villa in FL for 11 months. Condition: Fair.,11
764,925,1436,167,844,6170.0,0.05,1851.0,Cash,2024-12-13,8/22/2023,2023-08-23,2024-02-19,Lease agreement for House in NY for 6 months. Condition: Fair.,6
765,575,851,226,771,3470.0,0.05,2429.0,Credit Card,2023-09-04,12/24/2022,2023-01-15,2024-03-10,Lease agreement for Office in CA for 14 months. Condition: Good.,14
766,149,1475,73,1422,3180.0,0.1,7314.0,Credit Card,2024-12-03,8/27/2023,2023-08-29,2025-07-19,Lease agreement for Apartment in TX for 23 months. Condition: Good.,23
767,272,1908,89,46,10540.0,0.05,5797.0,Credit Card,2024-12-18,10/29/2024,2024-10-30,2025-09-25,Lease agreement for Villa in IL for 11 months. Condition: Good.,11
768,668,1964,217,540,1090.0,0.1,2289.0,Cash,2024-12-08,10/9/2024,2024-10-12,2026-07-04,Lease agreement for Studio in TX for 21 months. Condition: Fair.,21
769,1860,1668,101,131,3500.0,0.1,9450.0,Cash,2022-10-14,4/17/2020,2020-04-23,2022-07-12,Lease agreement for Office in FL for 27 months. Condition: Good.,27
770,723,338,100,329,4450.0,0.05,4227.5,Cash,2024-05-26,9/29/2023,2023-10-13,2025-05-05,Lease agreement for House in TX for 19 months. Condition: Fair.,19
771,2942,1410,102,1742,1890.0,0.05,1795.5,Credit Card,2024-12-30,12/30/2024,2025-01-01,2026-07-25,Lease agreement for Office in TX for 19 months. Condition: Good.,19
772,2191,1117,103,1077,2400.0,0.1,3360.0,Cash,2024-10-10,10/3/2023,2023-10-15,2024-12-08,Lease agreement for Studio in NY for 14 months. Condition: Good.,14
773,1120,106,212,295,2390.0,0.05,3585.0,Cash,2024-11-26,10/8/2023,2023-11-01,2026-04-19,Lease agreement for Apartment in TX for 30 months. Condition: Good.,30
774,2919,1184,182,1128,7260.0,0.05,9075.0,Cash,2024-06-28,6/4/2024,2024-06-18,2026-07-08,Lease agreement for Office in CA for 25 months. Condition: Good.,25
775,833,1898,240,1749,3410.0,0.05,1705.0,Cash,2024-10-31,5/5/2024,2024-05-29,2025-03-25,Lease agreement for Apartment in NY for 10 months. Condition: Good.,10
776,1113,762,182,423,4830.0,0.05,6279.0,Bank Transfer,2023-10-01,5/1/2023,2023-05-22,2025-07-10,Lease agreement for Office in FL for 26 months. Condition: Good.,26
777,2782,1249,87,1627,9770.0,0.05,4396.5,Cash,2022-07-22,10/14/2021,2021-10-31,2022-07-28,Lease agreement for Villa in FL for 9 months. Condition: Good.,9
778,756,1545,48,639,4280.0,0.05,5992.0,Credit Card,2023-11-03,8/13/2022,2022-08-22,2024-12-09,Lease agreement for Apartment in CA for 28 months. Condition: Poor.,28
779,939,1996,48,1165,3950.0,0.1,9875.0,Bank Transfer,2024-08-28,4/28/2024,2024-05-19,2026-06-08,Lease agreement for House in FL for 25 months. Condition: Fair.,25
780,373,436,39,845,1760.0,0.1,2992.0,Credit Card,2024-01-14,6/23/2022,2022-07-07,2023-11-29,Lease agreement for Apartment in IL for 17 months. Condition: Fair.,17
781,63,591,185,189,7590.0,0.05,8349.0,Credit Card,2024-11-19,11/1/2024,2024-11-14,2026-09-05,Lease agreement for Villa in IL for 22 months. Condition: Good.,22
782,1165,1997,197,1236,4110.0,0.05,7398.0,Cash,2024-12-30,11/27/2024,2024-12-08,2027-11-23,Lease agreement for Office in NY for 36 months. Condition: Poor.,36
783,435,72,213,285,720.0,0.1,1368.0,Credit Card,2024-05-09,2/3/2024,2024-02-26,2025-09-18,Lease agreement for Studio in FL for 19 months. Condition: Poor.,19
784,1761,417,22,1432,8620.0,0.1,6896.0,Credit Card,2024-05-26,4/13/2022,2022-04-28,2022-12-24,Lease agreement for Villa in FL for 8 months. Condition: Good.,8
785,2162,1147,167,235,1500.0,0.05,1950.0,Credit Card,2023-11-15,2/15/2021,2021-03-13,2023-05-02,Lease agreement for Studio in CA for 26 months. Condition: Fair.,26
786,387,1401,60,1576,4500.0,0.05,2025.0,Cash,2024-09-26,4/28/2024,2024-05-27,2025-02-21,Lease agreement for House in TX for 9 months. Condition: Fair.,9
787,1956,1438,167,71,2990.0,0.05,4036.5,Bank Transfer,2024-12-14,8/13/2024,2024-08-29,2026-11-17,Lease agreement for Studio in CA for 27 months. Condition: Good.,27
788,1444,1374,197,265,3600.0,0.05,1980.0,Cash,2024-11-30,12/8/2021,2021-12-29,2022-11-24,Lease agreement for Office in CA for 11 months. Condition: Fair.,11
789,392,1393,212,1567,4280.0,0.1,15408.0,Cash,2024-09-11,4/14/2023,2023-05-07,2026-04-21,Lease agreement for House in FL for 36 months. Condition: Good.,36
790,1167,1960,100,199,3400.0,0.05,2040.0,Cash,2024-03-15,2/16/2024,2024-02-28,2025-02-22,Lease agreement for Apartment in CA for 12 months. Condition: Poor.,12
791,2418,1862,159,1716,2400.0,0.1,7920.0,Credit Card,2024-05-05,12/23/2023,2023-12-25,2026-09-10,Lease agreement for Office in CA for 33 months. Condition: Fair.,33
792,1936,844,152,1681,1920.0,0.05,960.0,Bank Transfer,2024-05-08,10/12/2023,2023-10-17,2024-08-12,Lease agreement for Studio in CA for 10 months. Condition: Fair.,10
793,1104,766,176,377,10060.0,0.05,7545.0,Credit Card,2024-01-14,1/8/2024,2024-02-01,2025-04-26,Lease agreement for Villa in NY for 15 months. Condition: Fair.,15
794,161,533,214,137,2260.0,0.05,2938.0,Bank Transfer,2024-11-30,9/7/2024,2024-10-04,2026-11-23,Lease agreement for Office in TX for 26 months. Condition: Poor.,26
795,2495,296,159,594,13290.0,0.05,19935.0,Cash,2022-01-01,11/7/2021,2021-12-03,2024-05-21,Lease agreement for Villa in NY for 30 months. Condition: Fair.,30
796,1293,698,28,2,2260.0,0.1,6102.0,Credit Card,2024-09-01,6/12/2024,2024-07-11,2026-09-29,Lease agreement for Studio in CA for 27 months. Condition: Fair.,27
797,2151,871,5,1093,13320.0,0.1,19980.0,Credit Card,2024-03-30,1/22/2024,2024-02-14,2025-05-09,Lease agreement for Villa in FL for 15 months. Condition: Good.,15
798,1453,1388,17,1160,1200.0,0.05,1080.0,Cash,2024-12-10,8/5/2023,2023-08-25,2025-02-15,Lease agreement for Studio in IL for 18 months. Condition: Fair.,18
799,536,959,53,1385,4590.0,0.05,4131.0,Cash,2024-09-09,6/11/2024,2024-06-22,2025-12-14,Lease agreement for Villa in TX for 18 months. Condition: Fair.,18
800,1609,574,60,311,7420.0,0.05,5565.0,Credit Card,2023-01-22,12/12/2022,2023-01-08,2024-04-02,Lease agreement for Villa in TX for 15 months. Condition: Good.,15
801,493,1478,197,1730,1850.0,0.05,1572.5,Cash,2024-12-28,5/5/2023,2023-05-30,2024-10-21,Lease agreement for Apartment in TX for 17 months. Condition: Poor.,17
802,361,79,226,1442,3140.0,0.1,9734.0,Cash,2023-11-17,2/4/2022,2022-02-20,2024-09-07,Lease agreement for Apartment in NY for 31 months. Condition: Good.,31
803,276,1958,212,1508,2220.0,0.05,3552.0,Credit Card,2023-11-16,8/19/2023,2023-08-22,2026-04-08,Lease agreement for Office in TX for 32 months. Condition: Poor.,32
804,2154,473,123,1309,1350.0,0.05,1687.5,Bank Transfer,2024-11-06,6/28/2024,2024-07-03,2026-07-23,Lease agreement for Studio in CA for 25 months. Condition: Fair.,25
805,2044,1162,108,249,19780.0,0.1,39560.0,Bank Transfer,2022-09-07,3/18/2022,2022-03-31,2023-11-21,Lease agreement for Villa in CA for 20 months. Condition: Good.,20
806,2445,1558,85,695,9280.0,0.05,7424.0,Cash,2024-06-16,11/7/2022,2022-11-20,2024-03-14,Lease agreement for House in CA for 16 months. Condition: Good.,16
807,414,528,93,869,3270.0,0.05,5886.0,Cash,2024-12-10,7/20/2024,2024-08-10,2027-07-26,Lease agreement for Office in TX for 36 months. Condition: Good.,36
808,91,1539,179,1727,8880.0,0.1,26640.0,Cash,2023-09-20,7/24/2022,2022-08-21,2025-02-06,Lease agreement for Villa in FL for 30 months. Condition: Poor.,30
809,1523,755,44,324,2490.0,0.1,7719.0,Cash,2024-10-16,10/3/2024,2024-10-29,2027-05-17,Lease agreement for Apartment in TX for 31 months. Condition: Good.,31
810,229,1574,71,639,10300.0,0.05,15450.0,Cash,2024-08-18,1/27/2024,2024-02-26,2026-08-14,Lease agreement for Villa in CA for 30 months. Condition: Poor.,30
811,83,1122,4,355,3190.0,0.1,6380.0,Credit Card,2023-06-26,5/1/2023,2023-05-21,2025-01-10,Lease agreement for Office in IL for 20 months. Condition: Fair.,20
812,1247,1558,90,726,12000.0,0.1,31200.0,Credit Card,2024-09-16,6/26/2024,2024-07-26,2026-09-14,Lease agreement for Villa in FL for 26 months. Condition: Good.,26
813,2454,2014,13,694,2180.0,0.05,1308.0,Bank Transfer,2024-04-15,4/11/2023,2023-04-15,2024-04-09,Lease agreement for House in IL for 12 months. Condition: Fair.,12
814,2530,788,215,1105,11250.0,0.05,10125.0,Cash,2024-10-04,8/21/2024,2024-09-08,2026-03-02,Lease agreement for Villa in TX for 18 months. Condition: Good.,18
815,2890,1568,26,111,3860.0,0.1,6948.0,Cash,2024-02-21,6/20/2023,2023-06-29,2024-12-20,Lease agreement for House in TX for 18 months. Condition: Good.,18
816,1092,394,12,396,1180.0,0.1,1180.0,Credit Card,2024-11-09,11/28/2023,2023-12-08,2024-10-03,Lease agreement for Studio in FL for 10 months. Condition: Fair.,10
817,1058,685,188,1712,4450.0,0.05,3782.5,Cash,2024-08-12,6/2/2024,2024-06-14,2025-11-06,Lease agreement for Villa in IL for 17 months. Condition: Poor.,17
818,55,974,179,1440,2240.0,0.05,4032.0,Bank Transfer,2024-12-12,10/8/2023,2023-10-30,2026-10-14,Lease agreement for Studio in NY for 36 months. Condition: Good.,36
819,2651,1584,140,976,9690.0,0.1,26163.0,Credit Card,2024-11-11,11/2/2022,2022-11-25,2025-02-12,Lease agreement for Villa in IL for 27 months. Condition: Good.,27
820,1882,1271,156,1059,4040.0,0.1,8484.0,Bank Transfer,2024-12-01,5/26/2024,2024-06-06,2026-02-26,Lease agreement for House in FL for 21 months. Condition: Fair.,21
821,2453,2041,206,1587,3620.0,0.05,5792.0,Bank Transfer,2024-12-05,11/11/2024,2024-11-20,2027-07-08,Lease agreement for Office in NY for 32 months. Condition: Good.,32
822,2528,1802,30,546,3820.0,0.1,7640.0,Bank Transfer,2024-01-30,7/24/2023,2023-07-27,2025-03-18,Lease agreement for Apartment in TX for 20 months. Condition: Good.,20
823,837,2060,92,1432,1050.0,0.05,1050.0,Cash,2023-12-28,7/21/2023,2023-08-16,2025-04-07,Lease agreement for Studio in IL for 20 months. Condition: Fair.,20
824,1131,1324,167,965,4290.0,0.1,9009.0,Cash,2024-12-25,11/19/2024,2024-12-16,2026-09-07,Lease agreement for Apartment in NY for 21 months. Condition: Good.,21
825,2630,466,191,483,3560.0,0.05,4272.0,Cash,2023-07-31,12/26/2022,2023-01-25,2025-01-14,Lease agreement for House in FL for 24 months. Condition: Poor.,24
826,866,1129,197,920,5440.0,0.1,18496.0,Credit Card,2024-07-25,4/19/2024,2024-05-05,2027-02-19,Lease agreement for House in TX for 34 months. Condition: Fair.,34
827,1611,1464,35,1632,3910.0,0.1,3519.0,Bank Transfer,2024-11-27,2/13/2024,2024-03-06,2024-12-01,Lease agreement for Apartment in TX for 9 months. Condition: Fair.,9
828,1573,1429,159,35,1780.0,0.05,534.0,Credit Card,2024-12-13,9/18/2024,2024-10-14,2025-04-12,Lease agreement for Office in FL for 6 months. Condition: Good.,6
829,2652,2055,102,1329,4810.0,0.05,3607.5,Credit Card,2022-11-22,10/20/2022,2022-11-09,2024-02-02,Lease agreement for House in FL for 15 months. Condition: Fair.,15
830,1030,973,233,540,2810.0,0.05,4496.0,Cash,2024-08-13,8/4/2024,2024-08-05,2027-03-23,Lease agreement for Apartment in TX for 32 months. Condition: Good.,32
831,604,1515,113,1302,2770.0,0.1,3047.0,Cash,2024-12-10,12/2/2024,2024-12-13,2025-11-08,Lease agreement for Apartment in IL for 11 months. Condition: Fair.,11
832,2118,1799,162,165,2270.0,0.05,3859.0,Credit Card,2024-06-25,10/5/2023,2023-10-08,2026-07-24,Lease agreement for Studio in NY for 34 months. Condition: Good.,34
833,533,657,184,170,5840.0,0.1,12264.0,Credit Card,2024-10-24,7/28/2024,2024-08-17,2026-05-09,Lease agreement for House in IL for 21 months. Condition: Good.,21
834,1008,1614,132,359,4980.0,0.05,4233.0,Credit Card,2024-07-14,2/6/2023,2023-03-07,2024-07-29,Lease agreement for House in FL for 17 months. Condition: Good.,17
835,890,1667,232,686,2190.0,0.1,6789.0,Cash,2024-11-02,9/23/2024,2024-10-20,2027-05-08,Lease agreement for Office in NY for 31 months. Condition: Fair.,31
836,2075,480,96,1117,1030.0,0.1,2060.0,Credit Card,2024-10-05,10/5/2024,2024-11-01,2026-06-24,Lease agreement for Studio in FL for 20 months. Condition: Fair.,20
837,396,1831,55,17,1970.0,0.1,2561.0,Cash,2024-12-28,7/3/2024,2024-07-31,2025-08-25,Lease agreement for Studio in TX for 13 months. Condition: Good.,13
838,43,118,168,1310,5990.0,0.05,5990.0,Cash,2024-08-28,5/26/2024,2024-06-20,2026-02-10,Lease agreement for Office in NY for 20 months. Condition: Fair.,20
839,2623,1505,35,1323,4160.0,0.05,1872.0,Credit Card,2023-06-26,3/26/2022,2022-04-06,2023-01-01,Lease agreement for Apartment in CA for 9 months. Condition: Good.,9
840,1946,1276,212,419,3970.0,0.1,3970.0,Bank Transfer,2024-12-29,12/15/2024,2025-01-10,2025-11-06,Lease agreement for Apartment in TX for 10 months. Condition: Good.,10
841,770,707,93,1129,1200.0,0.1,720.0,Credit Card,2024-12-13,6/23/2023,2023-07-03,2023-12-30,Lease agreement for Studio in IL for 6 months. Condition: Good.,6
842,1900,572,176,596,8280.0,0.05,10764.0,Cash,2024-10-31,3/11/2024,2024-04-10,2026-05-30,Lease agreement for Villa in FL for 26 months. Condition: Good.,26
843,1307,1858,203,1431,3700.0,0.05,6660.0,Cash,2022-11-29,8/9/2021,2021-08-19,2024-08-03,Lease agreement for House in IL for 36 months. Condition: Good.,36
844,129,1745,52,773,8590.0,0.05,12885.0,Cash,2024-10-28,9/28/2024,2024-10-26,2027-04-14,Lease agreement for Villa in IL for 30 months. Condition: Good.,30
845,612,1474,12,139,980.0,0.1,2450.0,Cash,2023-07-02,9/7/2022,2022-09-11,2024-09-30,Lease agreement for Studio in TX for 25 months. Condition: Good.,25
846,2406,987,103,276,1840.0,0.1,2208.0,Credit Card,2024-10-11,3/2/2022,2022-03-20,2023-03-15,Lease agreement for Office in IL for 12 months. Condition: Good.,12
847,2815,1542,93,218,4500.0,0.1,8100.0,Cash,2024-12-05,11/16/2024,2024-11-30,2026-05-24,Lease agreement for House in FL for 18 months. Condition: Fair.,18
848,623,210,16,1588,1310.0,0.1,1965.0,Bank Transfer,2024-06-02,6/8/2023,2023-06-30,2024-09-22,Lease agreement for Studio in IL for 15 months. Condition: Good.,15
849,2312,1737,188,49,920.0,0.1,1748.0,Cash,2024-12-18,12/5/2024,2024-12-06,2026-06-29,Lease agreement for Studio in FL for 19 months. Condition: Fair.,19
850,1526,1094,3,1696,12480.0,0.05,17472.0,Bank Transfer,2024-10-01,8/8/2024,2024-08-15,2026-12-03,Lease agreement for Villa in NY for 28 months. Condition: Fair.,28
851,841,784,22,936,1280.0,0.1,4608.0,Credit Card,2023-08-14,5/25/2023,2023-05-27,2026-05-11,Lease agreement for Studio in NY for 36 months. Condition: Poor.,36
852,2749,485,182,1524,2350.0,0.1,3995.0,Cash,2024-11-21,9/9/2024,2024-09-17,2026-02-09,Lease agreement for Studio in CA for 17 months. Condition: Good.,17
853,80,1892,120,717,1980.0,0.1,2574.0,Credit Card,2024-12-10,10/17/2024,2024-11-16,2025-12-11,Lease agreement for Studio in CA for 13 months. Condition: Good.,13
854,1612,132,89,824,3310.0,0.05,4965.0,Cash,2024-12-28,12/27/2024,2025-01-17,2027-07-06,Lease agreement for Apartment in CA for 30 months. Condition: Fair.,30
855,2647,6,89,735,6800.0,0.1,12920.0,Credit Card,2024-11-22,6/14/2024,2024-07-05,2026-01-26,Lease agreement for Villa in FL for 19 months. Condition: Good.,19
856,1464,908,97,1142,2590.0,0.1,3367.0,Cash,2024-10-25,6/25/2024,2024-07-04,2025-07-29,Lease agreement for Apartment in IL for 13 months. Condition: Good.,13
857,1987,1173,52,1680,8000.0,0.1,14400.0,Credit Card,2024-11-16,2/13/2024,2024-03-09,2025-08-31,Lease agreement for House in CA for 18 months. Condition: Good.,18
