visit_id,client_id,property_id,agent_id,visit_date,visit_purpose
V000192,1546,1534,242,10/8/2023,First Viewing
V007176,1146,527,36,10/8/2023,Negotiation
V000673,865,2037,41,10/8/2023,Negotiation
V003804,1528,1817,34,10/8/2023,Negotiation
V014646,1345,906,39,10/8/2023,Browsing
V002420,61,2839,148,10/8/2023,Negotiation
V002387,1878,355,15,10/8/2023,Negotiation
V014647,1345,906,39,10/8/2023,Area Comparison
V003486,922,2201,80,10/8/2023,Negotiation
V000329,1852,775,6,10/8/2023,Final Check
V013229,45,427,168,10/9/2023,Price Inquiry
V010685,329,139,129,10/9/2023,Just Checking
V003368,1464,1143,249,10/9/2023,First Viewing
V006350,1122,2645,82,10/9/2023,First Viewing
V002386,1878,355,15,10/9/2023,First Viewing
V002378,398,1539,61,10/9/2023,Contract Discussion
V010684,329,139,129,10/9/2023,Initial Interest
V007799,1918,1344,97,10/9/2023,Final Check
V013228,45,427,168,10/9/2023,Initial Interest
V004127,1814,852,243,10/10/2023,First Viewing
V000672,865,2037,41,10/10/2023,First Viewing
V009557,1531,162,111,10/10/2023,Just Checking
V000667,1249,1487,190,10/10/2023,Final Check
V002648,2059,1698,209,10/10/2023,Negotiation
V000328,1852,775,6,10/10/2023,Negotiation
V002052,1253,1529,207,10/10/2023,Contract Discussion
V004129,1814,852,243,10/10/2023,Final Check
V003803,1528,1817,34,10/10/2023,First Viewing
V009556,1531,162,111,10/10/2023,Browsing
V013204,490,2413,172,10/11/2023,Area Comparison
V002446,251,1816,111,10/11/2023,Negotiation
V000025,701,2657,173,10/11/2023,Final Check
V013052,1435,1747,135,10/11/2023,Price Inquiry
V003511,498,498,230,10/11/2023,Negotiation
V013053,1435,1747,135,10/11/2023,Browsing
V015232,1180,1103,96,10/11/2023,Just Checking
V015233,1180,1103,96,10/11/2023,Browsing
V013205,490,2413,172,10/11/2023,Just Checking
V007793,751,1685,73,10/11/2023,First Viewing
V002445,251,1816,111,10/11/2023,First Viewing
V013479,787,2756,45,10/11/2023,Area Comparison
V007797,1918,1344,97,10/11/2023,First Viewing
V013478,787,2756,45,10/11/2023,Just Checking
V004128,1814,852,243,10/11/2023,Negotiation
V002049,1253,1529,207,10/11/2023,First Viewing
V002224,1986,2127,229,10/11/2023,Final Check
V005447,94,1783,53,10/12/2023,Final Check
V008590,1890,1467,194,10/12/2023,Negotiation
V002051,1253,1529,207,10/12/2023,Final Check
V002635,1828,301,65,10/12/2023,Negotiation
V005445,94,1783,53,10/12/2023,First Viewing
V002223,1986,2127,229,10/13/2023,Negotiation
V006727,1780,2555,53,10/13/2023,Negotiation
V000978,538,1833,1,10/13/2023,Negotiation
V000310,1138,695,245,10/13/2023,First Viewing
V002447,251,1816,111,10/13/2023,Final Check
V002891,645,168,21,10/13/2023,Final Check
V013669,1259,444,214,10/13/2023,Browsing
V013668,1259,444,214,10/13/2023,Just Checking
V003485,922,2201,80,10/13/2023,First Viewing
V005659,1821,542,4,10/13/2023,First Viewing
V001372,465,1226,230,10/13/2023,Negotiation
V002501,1876,1179,27,10/13/2023,Final Check
V007995,1525,1072,189,10/14/2023,First Viewing
V000815,1565,836,126,10/14/2023,Negotiation
V002500,1876,1179,27,10/14/2023,Negotiation
V007069,1302,305,171,10/14/2023,Contract Discussion
V001255,1997,2867,11,10/14/2023,Final Check
V000021,594,97,15,10/14/2023,Negotiation
V010008,556,1533,14,10/14/2023,Just Checking
V010009,556,1533,14,10/14/2023,Initial Interest
V001458,1231,2421,207,10/14/2023,Final Check
V002921,1043,1128,24,10/14/2023,Contract Discussion
V001301,728,209,231,10/14/2023,Negotiation
V015565,26,412,168,10/15/2023,Area Comparison
V008550,1046,870,132,10/15/2023,First Viewing
V014745,242,2815,63,10/15/2023,Browsing
V007908,1928,333,28,10/15/2023,Negotiation
V002509,532,1557,192,10/15/2023,Final Check
V014744,242,2815,63,10/15/2023,Just Checking
V009187,141,526,35,10/15/2023,Area Comparison
V000100,264,459,131,10/15/2023,Negotiation
V009186,141,526,35,10/15/2023,Browsing
V006630,1154,1244,44,10/15/2023,Negotiation
V015564,26,412,168,10/15/2023,Area Comparison
V002375,398,1539,61,10/15/2023,First Viewing
V007269,355,1726,113,10/16/2023,First Viewing
V001253,1997,2867,11,10/16/2023,First Viewing
V002869,558,1866,227,10/16/2023,Contract Discussion
V010828,1606,439,236,10/16/2023,Price Inquiry
V010829,1606,439,236,10/16/2023,Just Checking
V013561,248,694,64,10/16/2023,Price Inquiry
V013560,248,694,64,10/16/2023,Just Checking
V007270,355,1726,113,10/16/2023,Negotiation
V007602,1314,1619,219,10/16/2023,Final Check
V003257,19,653,61,10/16/2023,Negotiation
V002112,394,1531,175,10/16/2023,Negotiation
V000205,1171,2684,222,10/16/2023,First Viewing
V002647,2059,1698,209,10/16/2023,First Viewing
V015239,741,56,219,10/16/2023,Area Comparison
V002649,2059,1698,209,10/16/2023,Final Check
V001236,820,298,11,10/16/2023,Final Check
V015238,741,56,219,10/16/2023,Area Comparison
V003185,1913,2255,243,10/17/2023,Negotiation
V012402,1356,1320,184,10/17/2023,Area Comparison
V000024,701,2657,173,10/17/2023,Negotiation
V003487,922,2201,80,10/17/2023,Final Check
V006617,1454,1216,191,10/17/2023,First Viewing
V001373,465,1226,230,10/17/2023,Final Check
V012403,1356,1320,184,10/17/2023,Area Comparison
V007039,192,1017,2,10/18/2023,First Viewing
V007815,1226,520,152,10/18/2023,Contract Discussion
V005330,252,661,100,10/18/2023,First Viewing
V013732,1294,1157,171,10/18/2023,Price Inquiry
V010183,308,2643,232,10/18/2023,Just Checking
V004949,751,2860,138,10/18/2023,Final Check
V003019,1006,779,211,10/18/2023,Final Check
V010182,308,2643,232,10/18/2023,Just Checking
V013733,1294,1157,171,10/18/2023,Just Checking
V008767,607,88,81,10/18/2023,Final Check
V001374,465,1226,230,10/18/2023,Contract Discussion
V000331,1986,519,246,10/18/2023,Negotiation
V005406,1890,2593,194,10/18/2023,Final Check
V002866,558,1866,227,10/18/2023,First Viewing
V001254,1997,2867,11,10/18/2023,Negotiation
V001371,465,1226,230,10/19/2023,First Viewing
V015539,1739,1978,249,10/19/2023,Price Inquiry
V015538,1739,1978,249,10/19/2023,Price Inquiry
V002419,61,2839,148,10/19/2023,First Viewing
V004409,608,2188,29,10/19/2023,First Viewing
V011426,985,2,210,10/19/2023,Just Checking
V002432,345,78,195,10/19/2023,First Viewing
V011427,985,2,210,10/19/2023,Area Comparison
V006631,1154,1244,44,10/19/2023,Final Check
V012386,1329,699,125,10/19/2023,Browsing
V012387,1329,699,125,10/19/2023,Area Comparison
V000977,538,1833,1,10/19/2023,First Viewing
V000016,1000,1735,192,10/19/2023,First Viewing
V006812,1724,1204,155,10/20/2023,Final Check
V007271,355,1726,113,10/20/2023,Final Check
V008028,989,218,16,10/20/2023,First Viewing
V006112,896,634,233,10/20/2023,First Viewing
V006810,1724,1204,155,10/20/2023,First Viewing
V000146,1149,783,125,10/20/2023,Final Check
V006352,1122,2645,82,10/20/2023,Final Check
V000706,267,2669,150,10/20/2023,First Viewing
V004975,1957,1260,130,10/20/2023,First Viewing
V012488,198,1866,39,10/20/2023,Initial Interest
V012489,198,1866,39,10/20/2023,Browsing
V000869,1715,1651,37,10/21/2023,Contract Discussion
V001234,820,298,11,10/21/2023,First Viewing
V011860,2053,1184,150,10/21/2023,Price Inquiry
V002050,1253,1529,207,10/21/2023,Negotiation
V010872,1676,121,139,10/21/2023,Just Checking
V011861,2053,1184,150,10/21/2023,Area Comparison
V010873,1676,121,139,10/21/2023,Area Comparison
V005165,687,2547,184,10/22/2023,First Viewing
V000026,701,2657,173,10/22/2023,Contract Discussion
V006177,529,1313,197,10/22/2023,Final Check
V000980,538,1833,1,10/22/2023,Contract Discussion
V003045,1078,1769,195,10/22/2023,Negotiation
V003044,1078,1769,195,10/22/2023,First Viewing
V000868,1715,1651,37,10/22/2023,Final Check
V010835,1426,986,89,10/22/2023,Just Checking
V010834,1426,986,89,10/22/2023,Browsing
V002546,165,1068,18,10/22/2023,Final Check
V002918,1043,1128,24,10/22/2023,First Viewing
V009503,1975,301,144,10/22/2023,Just Checking
V009502,1975,301,144,10/22/2023,Just Checking
V007868,224,1985,71,10/23/2023,First Viewing
V000814,1565,836,126,10/23/2023,First Viewing
V013244,1205,289,123,10/23/2023,Browsing
V000830,298,2977,150,10/23/2023,First Viewing
V013120,1835,2973,229,10/23/2023,Area Comparison
V009564,922,1045,35,10/23/2023,Price Inquiry
V013121,1835,2973,229,10/23/2023,Just Checking
V001802,1594,1840,173,10/23/2023,Negotiation
V013245,1205,289,123,10/23/2023,Browsing
V015720,110,1463,210,10/23/2023,Just Checking
V000023,701,2657,173,10/23/2023,First Viewing
V011833,1385,2135,243,10/23/2023,Area Comparison
V003809,668,743,145,10/23/2023,Final Check
V005331,252,661,100,10/23/2023,Negotiation
V009565,922,1045,35,10/23/2023,Initial Interest
V011832,1385,2135,243,10/23/2023,Just Checking
V014704,1802,2339,49,10/23/2023,Initial Interest
V015721,110,1463,210,10/23/2023,Area Comparison
V014705,1802,2339,49,10/23/2023,Initial Interest
V005446,94,1783,53,10/23/2023,Negotiation
V013124,1950,2576,37,10/24/2023,Price Inquiry
V013125,1950,2576,37,10/24/2023,Initial Interest
V007166,886,2858,92,10/24/2023,Negotiation
V002541,22,614,91,10/24/2023,First Viewing
V012813,381,2251,107,10/24/2023,Initial Interest
V008785,1712,1301,96,10/24/2023,First Viewing
V009997,941,1649,101,10/24/2023,Browsing
V012812,381,2251,107,10/24/2023,Area Comparison
V012137,1015,273,117,10/24/2023,Initial Interest
V009996,941,1649,101,10/24/2023,Initial Interest
V002545,165,1068,18,10/24/2023,Negotiation
V006178,529,1313,197,10/24/2023,Contract Discussion
V006795,1847,411,188,10/24/2023,Negotiation
V002377,398,1539,61,10/24/2023,Final Check
V012136,1015,273,117,10/24/2023,Price Inquiry
V007814,1226,520,152,10/25/2023,Final Check
V015014,1566,2882,208,10/25/2023,Price Inquiry
V011044,1402,2650,22,10/25/2023,Browsing
V002047,324,2794,161,10/25/2023,First Viewing
V012711,1910,2654,228,10/25/2023,Price Inquiry
V013069,1850,518,18,10/25/2023,Price Inquiry
V003663,141,1766,24,10/25/2023,Negotiation
V012710,1910,2654,228,10/25/2023,Price Inquiry
V015015,1566,2882,208,10/25/2023,Area Comparison
V000979,538,1833,1,10/25/2023,Final Check
V013068,1850,518,18,10/25/2023,Price Inquiry
V014496,277,1886,30,10/25/2023,Area Comparison
V001300,728,209,231,10/25/2023,First Viewing
V000312,1138,695,245,10/25/2023,Final Check
V011045,1402,2650,22,10/25/2023,Browsing
V002376,398,1539,61,10/25/2023,Negotiation
V007600,1314,1619,219,10/25/2023,First Viewing
V002508,532,1557,192,10/25/2023,Negotiation
V007601,1314,1619,219,10/25/2023,Negotiation
V007909,1928,333,28,10/25/2023,Final Check
V014497,277,1886,30,10/25/2023,Browsing
V007869,224,1985,71,10/26/2023,Negotiation
V010412,346,1322,101,10/26/2023,Just Checking
V010413,346,1322,101,10/26/2023,Area Comparison
V007907,1928,333,28,10/26/2023,First Viewing
V007068,1302,305,171,10/26/2023,Final Check
V015563,1463,2524,19,10/26/2023,Just Checking
V015562,1463,2524,19,10/26/2023,Area Comparison
V003662,141,1766,24,10/26/2023,First Viewing
V006794,1847,411,188,10/27/2023,First Viewing
V000147,1149,783,125,10/27/2023,Contract Discussion
V000012,1062,2020,91,10/27/2023,First Viewing
V007181,977,1894,120,10/27/2023,Contract Discussion
V009803,1344,732,191,10/27/2023,Price Inquiry
V009802,1344,732,191,10/27/2023,Initial Interest
V003290,538,831,54,10/27/2023,First Viewing
V007794,751,1685,73,10/27/2023,Negotiation
V001456,1231,2421,207,10/27/2023,First Viewing
V007066,1302,305,171,10/27/2023,First Viewing
V003291,538,831,54,10/28/2023,Negotiation
V004266,1454,458,130,10/28/2023,Negotiation
V004948,751,2860,138,10/28/2023,Negotiation
V007178,977,1894,120,10/28/2023,First Viewing
V002543,22,614,91,10/28/2023,Final Check
V003580,253,2463,75,10/28/2023,Final Check
V001924,90,2958,23,10/28/2023,Final Check
V003163,970,2902,43,10/29/2023,Negotiation
V012635,628,2359,101,10/29/2023,Price Inquiry
V010927,553,1764,109,10/29/2023,Area Comparison
V005235,1360,924,160,10/29/2023,First Viewing
V010926,553,1764,109,10/29/2023,Just Checking
V012634,628,2359,101,10/29/2023,Price Inquiry
V015260,669,861,187,10/29/2023,Price Inquiry
V015261,669,861,187,10/29/2023,Price Inquiry
V001457,1231,2421,207,10/29/2023,Negotiation
V002170,407,381,130,10/29/2023,Contract Discussion
V000014,1062,2020,91,10/29/2023,Final Check
V007997,1525,1072,189,10/29/2023,Final Check
V008003,1496,2096,157,10/29/2023,First Viewing
V007796,751,1685,73,10/29/2023,Contract Discussion
V005121,1958,111,140,10/30/2023,First Viewing
V002868,558,1866,227,10/30/2023,Final Check
V005916,689,1616,62,10/30/2023,First Viewing
V006797,1847,411,188,10/30/2023,Contract Discussion
V013442,1356,22,127,10/30/2023,Just Checking
V007860,243,967,45,10/30/2023,Negotiation
V013443,1356,22,127,10/30/2023,Browsing
V011705,841,51,150,10/30/2023,Area Comparison
V002168,407,381,130,10/30/2023,Negotiation
V014349,1347,270,241,10/30/2023,Browsing
V011704,841,51,150,10/30/2023,Initial Interest
V014348,1347,270,241,10/30/2023,Initial Interest
V006107,1143,1931,85,10/30/2023,First Viewing
V005130,802,1910,14,10/30/2023,Negotiation
V015075,430,984,221,10/31/2023,Initial Interest
V002169,407,381,130,10/31/2023,Final Check
V015074,430,984,221,10/31/2023,Price Inquiry
V001257,735,1300,65,10/31/2023,Negotiation
V004589,1581,1074,106,10/31/2023,Negotiation
V007045,550,1304,45,10/31/2023,First Viewing
V005917,689,1616,62,10/31/2023,Negotiation
V013404,754,1503,50,10/31/2023,Area Comparison
V003807,668,743,145,10/31/2023,First Viewing
V008004,1496,2096,157,10/31/2023,Negotiation
V001801,1594,1840,173,10/31/2023,First Viewing
V003907,889,1026,134,10/31/2023,First Viewing
V013405,754,1503,50,10/31/2023,Just Checking
V013990,832,668,42,10/31/2023,Area Comparison
V013991,832,668,42,10/31/2023,Initial Interest
V002973,1900,1858,216,10/31/2023,Negotiation
V001258,735,1300,65,11/1/2023,Final Check
V015211,530,2389,81,11/1/2023,Just Checking
V003011,147,979,65,11/1/2023,Negotiation
V015210,530,2389,81,11/1/2023,Area Comparison
V007848,1194,2768,197,11/1/2023,First Viewing
V000206,1171,2684,222,11/1/2023,Negotiation
V003579,253,2463,75,11/1/2023,Negotiation
V004947,751,2860,138,11/1/2023,First Viewing
V011221,1976,2830,190,11/1/2023,Initial Interest
V011220,1976,2830,190,11/1/2023,Area Comparison
V001446,1782,134,207,11/1/2023,First Viewing
V002544,165,1068,18,11/1/2023,First Viewing
V004588,1581,1074,106,11/1/2023,First Viewing
V002631,2030,620,65,11/1/2023,Negotiation
V013587,1705,123,52,11/2/2023,Initial Interest
V002867,558,1866,227,11/2/2023,Negotiation
V005237,1360,924,160,11/2/2023,Final Check
V002547,165,1068,18,11/2/2023,Contract Discussion
V006796,1847,411,188,11/2/2023,Final Check
V000831,298,2977,150,11/2/2023,Negotiation
V003908,889,1026,134,11/2/2023,Negotiation
V013586,1705,123,52,11/2/2023,Area Comparison
V008290,1332,2503,156,11/3/2023,Final Check
V008432,282,2618,17,11/3/2023,Negotiation
V008005,1496,2096,157,11/3/2023,Final Check
V004977,1957,1260,130,11/3/2023,Final Check
V007179,977,1894,120,11/3/2023,Negotiation
V006104,1127,2465,124,11/3/2023,First Viewing
V010043,183,1621,124,11/3/2023,Initial Interest
V010042,183,1621,124,11/3/2023,Price Inquiry
V008673,1432,2225,176,11/3/2023,Negotiation
V009315,441,2259,12,11/3/2023,Browsing
V009314,441,2259,12,11/3/2023,Area Comparison
V011770,754,861,109,11/3/2023,Browsing
V011771,754,861,109,11/3/2023,Initial Interest
V005129,802,1910,14,11/3/2023,First Viewing
V000058,1074,2394,111,11/3/2023,Negotiation
V003581,253,2463,75,11/4/2023,Contract Discussion
V001459,1231,2421,207,11/4/2023,Contract Discussion
V003012,147,979,65,11/4/2023,Final Check
V002433,345,78,195,11/4/2023,Negotiation
V001923,90,2958,23,11/4/2023,Negotiation
V004900,779,1790,241,11/4/2023,Final Check
V000145,1149,783,125,11/4/2023,Negotiation
V008787,1712,1301,96,11/4/2023,Final Check
V015222,549,743,55,11/4/2023,Browsing
V015223,549,743,55,11/4/2023,Browsing
V006108,1143,1931,85,11/5/2023,Negotiation
V008420,992,2330,155,11/5/2023,Negotiation
V011320,1433,2633,248,11/5/2023,Initial Interest
V006602,1233,1321,32,11/5/2023,First Viewing
V003810,668,743,145,11/5/2023,Contract Discussion
V007812,1226,520,152,11/5/2023,First Viewing
V011321,1433,2633,248,11/5/2023,Price Inquiry
V005947,1117,2177,12,11/5/2023,Final Check
V007445,394,1092,12,11/5/2023,First Viewing
V004410,608,2188,29,11/5/2023,Negotiation
V001336,1437,2273,29,11/6/2023,First Viewing
V006598,545,1803,101,11/6/2023,Final Check
V006105,1127,2465,124,11/6/2023,Negotiation
V008551,1046,870,132,11/6/2023,Negotiation
V000184,1631,900,70,11/6/2023,First Viewing
V000951,1786,1495,245,11/6/2023,First Viewing
V000867,1715,1651,37,11/6/2023,Negotiation
V007862,243,967,45,11/6/2023,Contract Discussion
V012864,1992,129,67,11/6/2023,Just Checking
V003808,668,743,145,11/6/2023,Negotiation
V001447,1782,134,207,11/6/2023,Negotiation
V004988,801,2021,247,11/6/2023,Negotiation
V012865,1992,129,67,11/6/2023,Browsing
V007692,399,2365,96,11/7/2023,Negotiation
V008421,992,2330,155,11/7/2023,Final Check
V011944,799,839,47,11/7/2023,Initial Interest
V011215,836,851,125,11/7/2023,Price Inquiry
V011214,836,851,125,11/7/2023,Price Inquiry
V008672,1432,2225,176,11/7/2023,First Viewing
V004898,779,1790,241,11/7/2023,First Viewing
V012897,425,1729,196,11/7/2023,Just Checking
V004990,801,2021,247,11/7/2023,Contract Discussion
V003224,1316,481,118,11/7/2023,First Viewing
V012896,425,1729,196,11/7/2023,Area Comparison
V011945,799,839,47,11/7/2023,Price Inquiry
V001338,1437,2273,29,11/8/2023,Final Check
V001339,1437,2273,29,11/8/2023,Contract Discussion
V011123,205,2811,131,11/8/2023,Initial Interest
V001256,735,1300,65,11/8/2023,First Viewing
V005236,1360,924,160,11/8/2023,Negotiation
V006778,1225,1210,72,11/8/2023,First Viewing
V011071,493,2866,49,11/8/2023,Browsing
V004265,1454,458,130,11/8/2023,First Viewing
V011547,1211,2706,141,11/8/2023,Area Comparison
V003162,970,2902,43,11/8/2023,First Viewing
V011467,1428,952,140,11/8/2023,Initial Interest
V007040,192,1017,2,11/8/2023,Negotiation
V011070,493,2866,49,11/8/2023,Area Comparison
V011546,1211,2706,141,11/8/2023,Initial Interest
V008674,1432,2225,176,11/8/2023,Final Check
V011466,1428,952,140,11/8/2023,Price Inquiry
V000866,1715,1651,37,11/8/2023,First Viewing
V011122,205,2811,131,11/8/2023,Initial Interest
V005822,404,1971,191,11/8/2023,First Viewing
V012053,1508,1097,176,11/9/2023,Price Inquiry
V002507,532,1557,192,11/9/2023,First Viewing
V000330,1986,519,246,11/9/2023,First Viewing
V012052,1508,1097,176,11/9/2023,Price Inquiry
V001592,1396,485,112,11/9/2023,Contract Discussion
V014580,762,1689,93,11/9/2023,Price Inquiry
V001626,2018,2914,136,11/9/2023,Negotiation
V004412,608,2188,29,11/9/2023,Contract Discussion
V012305,2041,1095,215,11/9/2023,Area Comparison
V007691,399,2365,96,11/9/2023,First Viewing
V005823,404,1971,191,11/9/2023,Negotiation
V006537,1907,1297,62,11/9/2023,Final Check
V012304,2041,1095,215,11/9/2023,Browsing
V014581,762,1689,93,11/9/2023,Just Checking
V003225,1316,481,118,11/9/2023,Negotiation
V005016,999,2050,217,11/10/2023,First Viewing
V004901,779,1790,241,11/10/2023,Contract Discussion
V014222,1060,1138,205,11/10/2023,Initial Interest
V014223,1060,1138,205,11/10/2023,Initial Interest
V002265,334,1954,243,11/10/2023,Final Check
V015308,585,13,189,11/10/2023,Price Inquiry
V015309,585,13,189,11/10/2023,Browsing
V008699,1641,1903,62,11/10/2023,First Viewing
V015220,1281,833,237,11/10/2023,Price Inquiry
V001591,1396,485,112,11/10/2023,Final Check
V015221,1281,833,237,11/10/2023,Price Inquiry
V011759,679,942,27,11/10/2023,Initial Interest
V011758,679,942,27,11/10/2023,Area Comparison
V004766,259,217,43,11/10/2023,Contract Discussion
V000953,1786,1495,245,11/11/2023,Final Check
V001259,735,1300,65,11/11/2023,Contract Discussion
V001589,1396,485,112,11/11/2023,First Viewing
V000013,1062,2020,91,11/11/2023,Negotiation
V004899,779,1790,241,11/11/2023,Negotiation
V001767,2054,1615,80,11/11/2023,Negotiation
V001803,1594,1840,173,11/11/2023,Final Check
V012732,1051,2405,126,11/11/2023,Just Checking
V006113,896,634,233,11/11/2023,Negotiation
V012733,1051,2405,126,11/11/2023,Just Checking
V000057,1074,2394,111,11/12/2023,First Viewing
V003677,1814,2391,245,11/12/2023,Negotiation
V003678,1814,2391,245,11/12/2023,Final Check
V001910,322,1650,117,11/12/2023,Final Check
V015968,614,2194,18,11/12/2023,Initial Interest
V003200,1608,1742,91,11/12/2023,Negotiation
V015969,614,2194,18,11/12/2023,Initial Interest
V004989,801,2021,247,11/12/2023,Final Check
V016262,233,2414,247,11/12/2023,Initial Interest
V016263,233,2414,247,11/12/2023,Initial Interest
V003939,1066,1642,15,11/12/2023,Negotiation
V005946,1117,2177,12,11/12/2023,Negotiation
V005816,674,230,157,11/12/2023,Final Check
V000418,716,114,173,11/13/2023,Negotiation
V009824,1010,528,230,11/13/2023,Area Comparison
V009825,1010,528,230,11/13/2023,Initial Interest
V007067,1302,305,171,11/13/2023,Negotiation
V003578,253,2463,75,11/13/2023,First Viewing
V006535,1907,1297,62,11/13/2023,First Viewing
V009947,1735,1571,246,11/13/2023,Just Checking
V013429,568,1020,53,11/13/2023,Just Checking
V013428,568,1020,53,11/13/2023,Browsing
V007996,1525,1072,189,11/13/2023,Negotiation
V009946,1735,1571,246,11/13/2023,Browsing
V003909,889,1026,134,11/13/2023,Final Check
V001922,90,2958,23,11/13/2023,First Viewing
V006106,1127,2465,124,11/14/2023,Final Check
V004574,1610,2556,154,11/14/2023,First Viewing
V016049,1908,2077,14,11/14/2023,Price Inquiry
V011626,646,2385,117,11/14/2023,Area Comparison
V008701,1641,1903,62,11/14/2023,Final Check
V011627,646,2385,117,11/14/2023,Browsing
V007849,1194,2768,197,11/14/2023,Negotiation
V016048,1908,2077,14,11/14/2023,Area Comparison
V003069,384,660,228,11/14/2023,Negotiation
V001192,85,643,210,11/15/2023,Negotiation
V004040,1525,1934,218,11/15/2023,First Viewing
V006737,1412,1276,63,11/15/2023,First Viewing
V001337,1437,2273,29,11/15/2023,Negotiation
V002395,53,681,70,11/15/2023,Negotiation
V001804,1594,1840,173,11/15/2023,Contract Discussion
V011449,2015,2033,162,11/15/2023,Just Checking
V011448,2015,2033,162,11/15/2023,Price Inquiry
V000920,1703,2407,23,11/15/2023,First Viewing
V000015,1062,2020,91,11/15/2023,Contract Discussion
V002266,334,1954,243,11/15/2023,Contract Discussion
V002396,53,681,70,11/15/2023,Final Check
V001909,322,1650,117,11/15/2023,Negotiation
V005354,792,368,14,11/16/2023,First Viewing
V006780,1225,1210,72,11/16/2023,Final Check
V006831,778,2130,232,11/16/2023,First Viewing
V005407,1890,2593,194,11/16/2023,Contract Discussion
V006536,1907,1297,62,11/16/2023,Negotiation
V004411,608,2188,29,11/16/2023,Final Check
V007813,1226,520,152,11/16/2023,Negotiation
V007223,101,1865,30,11/16/2023,Negotiation
V002967,1173,2088,177,11/16/2023,Negotiation
V003854,2040,2022,65,11/16/2023,Negotiation
V002399,1700,578,74,11/16/2023,Final Check
V002167,407,381,130,11/16/2023,First Viewing
V012513,868,2939,50,11/17/2023,Initial Interest
V012512,868,2939,50,11/17/2023,Browsing
V000954,1786,1495,245,11/17/2023,Contract Discussion
V000965,712,2791,117,11/17/2023,Negotiation
V007180,977,1894,120,11/17/2023,Final Check
V002972,1900,1858,216,11/17/2023,First Viewing
V000332,1986,519,246,11/17/2023,Final Check
V005814,674,230,157,11/17/2023,First Viewing
V006175,529,1313,197,11/18/2023,First Viewing
V013849,1181,2011,231,11/18/2023,Browsing
V006983,1992,214,113,11/18/2023,Final Check
V006832,778,2130,232,11/18/2023,Negotiation
V000333,1986,519,246,11/18/2023,Contract Discussion
V005948,945,1159,60,11/18/2023,First Viewing
V013848,1181,2011,231,11/18/2023,Price Inquiry
V004976,1957,1260,130,11/19/2023,Negotiation
V009579,2011,2874,219,11/19/2023,Price Inquiry
V009578,2011,2874,219,11/19/2023,Just Checking
V006739,1412,1276,63,11/19/2023,Final Check
V002694,330,1317,249,11/19/2023,Final Check
V014567,1354,2423,173,11/19/2023,Just Checking
V001191,85,643,210,11/19/2023,First Viewing
V014566,1354,2423,173,11/19/2023,Just Checking
V004987,801,2021,247,11/19/2023,First Viewing
V005945,1117,2177,12,11/19/2023,First Viewing
V014515,330,542,222,11/20/2023,Price Inquiry
V003199,1608,1742,91,11/20/2023,First Viewing
V002692,330,1317,249,11/20/2023,First Viewing
V014514,330,542,222,11/20/2023,Price Inquiry
V002693,330,1317,249,11/20/2023,Negotiation
V006305,983,919,67,11/20/2023,Negotiation
V000921,1703,2407,23,11/20/2023,Negotiation
V000708,267,2669,150,11/20/2023,Final Check
V003529,643,473,106,11/20/2023,Negotiation
V005768,1772,2385,12,11/20/2023,Final Check
V014037,17,1615,69,11/21/2023,Price Inquiry
V012538,1356,846,85,11/21/2023,Just Checking
V012539,1356,846,85,11/21/2023,Price Inquiry
V016053,928,2351,91,11/21/2023,Just Checking
V006981,1992,214,113,11/21/2023,First Viewing
V011230,529,768,181,11/21/2023,Area Comparison
V004448,276,1319,131,11/21/2023,First Viewing
V003528,643,473,106,11/21/2023,First Viewing
V002966,1173,2088,177,11/21/2023,First Viewing
V006080,1142,834,197,11/21/2023,Negotiation
V016052,928,2351,91,11/21/2023,Just Checking
V014830,1476,627,70,11/21/2023,Just Checking
V014831,1476,627,70,11/21/2023,Just Checking
V006576,1337,1855,72,11/21/2023,First Viewing
V011231,529,768,181,11/21/2023,Area Comparison
V014036,17,1615,69,11/21/2023,Price Inquiry
V003853,2040,2022,65,11/21/2023,First Viewing
V005122,1958,111,140,11/22/2023,Negotiation
V016202,1347,980,1,11/22/2023,Price Inquiry
V016203,1347,980,1,11/22/2023,Price Inquiry
V010463,808,1016,214,11/22/2023,Price Inquiry
V010462,808,1016,214,11/22/2023,Initial Interest
V004041,1525,1934,218,11/22/2023,Negotiation
V006779,1225,1210,72,11/22/2023,Negotiation
V001590,1396,485,112,11/22/2023,Negotiation
V011034,739,2842,139,11/22/2023,Area Comparison
V003877,598,2827,175,11/22/2023,Negotiation
V006738,1412,1276,63,11/22/2023,Negotiation
V007381,766,1104,176,11/22/2023,Final Check
V011199,973,559,103,11/22/2023,Area Comparison
V009826,93,2605,128,11/22/2023,Just Checking
V009827,93,2605,128,11/22/2023,Initial Interest
V011035,739,2842,139,11/22/2023,Browsing
V011198,973,559,103,11/22/2023,Initial Interest
V009037,444,1904,176,11/23/2023,Final Check
V005419,1784,2513,232,11/23/2023,Negotiation
V014737,1273,2060,124,11/23/2023,Initial Interest
V014736,1273,2060,124,11/23/2023,Price Inquiry
V003165,970,2902,43,11/23/2023,Contract Discussion
V011036,317,871,12,11/23/2023,Area Comparison
V013099,944,1212,19,11/23/2023,Area Comparison
V013098,944,1212,19,11/23/2023,Browsing
V014250,952,2597,232,11/23/2023,Initial Interest
